userId,intent_1,intent_2,intent_3,intent_4,intent_5,intent_6,intent_7,intent_8,intent_9,intent_10,intent_11,intent_12,intent_13,intent_14,intent_15
b25d13a2-4665-4435-94ee-24d3988deca9,ChatbotNavi_faq,ChatbotNavi_faq,StartOver_Welcome,fallback,StartOver,,,,,,,,,,
82cde6d3-590f-49cf-bdd3-a19e6d755610,ChatbotNavi_faq,ChatbotNavi_faq,adm_Apps_Smart_Switch,StartOver,adm_KF_S20,,,,,,,,,,
d90fd297-35df-406d-b3dd-3e0fd9b8a802,ChatbotNavi_faq,ChatbotNavi_faq,adm_obf_preorder_benefit_S20,,,,,,,,,,,,
a9618bf5-a73a-4a45-a151-5a79839350fa,ChatbotNavi_faq,ChatbotNavi_faq,fallback,fallback,StartOver,,,,,,,,,,
f6c38b1d-b189-4545-8d4d-eb0ec3807988,ChatbotNavi_faq,ChatbotNavi_faq,fallback,fallback,fallback,StartOver,,,,,,,,,
ff98986c-a822-4ff8-aeec-3da8b7e304cf,ChatbotNavi_faq,ChatbotNavi_faq,fallback,,,,,,,,,,,,
035512df-2190-4210-a438-c431cfef6c62,ChatbotNavi_faq,ChatbotNavi_faq,,,,,,,,,,,,,
2b58b34a-d5cc-462e-876d-48e9f3e32690,ChatbotNavi_faq,ChatbotNavi_faq,,,,,,,,,,,,,
2f06afe7-a19d-4725-b65e-e41dafa9ce09,ChatbotNavi_faq,ChatbotNavi_faq,,,,,,,,,,,,,
393a9b4a-5b14-4bb5-b4c8-e108e6f72c73,ChatbotNavi_faq,ChatbotNavi_faq,,,,,,,,,,,,,
59418f75-a16e-4a6e-ac61-edcfa6956848,ChatbotNavi_faq,ChatbotNavi_faq,,,,,,,,,,,,,
6a24046a-1457-49e0-9181-2983c0671c5c,ChatbotNavi_faq,ChatbotNavi_faq,,,,,,,,,,,,,
6c3a8294-475c-48b4-8fa1-e702f8622318,ChatbotNavi_faq,ChatbotNavi_faq,,,,,,,,,,,,,
8ddfeeea-597d-4d12-865b-8b534a4d4806,ChatbotNavi_faq,ChatbotNavi_faq,,,,,,,,,,,,,
9103d60c-7167-46b9-a2df-8b4f02285c7a,ChatbotNavi_faq,ChatbotNavi_faq,,,,,,,,,,,,,
b072a201-9ca4-4238-82c6-e8fa5949ebd3,ChatbotNavi_faq,ChatbotNavi_faq,,,,,,,,,,,,,
d53c3a68-3356-4d6c-acbc-770b616f0096,ChatbotNavi_faq,ChatbotNavi_faq,,,,,,,,,,,,,
f644f85f-7900-4cfa-90fb-c9b5b19a8cb7,ChatbotNavi_faq,ChatbotNavi_faq,,,,,,,,,,,,,
zhfjtgzxih,ChatbotNavi_faq,ChatbotNavi_faq,,,,,,,,,,,,,
88a93f21-6958-4bc9-b3ae-cde368817250,ChatbotNavi_faq,EP_customer_support,ChatbotNavi_faq,FAQ_login,,,,,,,,,,,
4302afaf-f1ef-4a13-ba29-2dd49b43cc9d,ChatbotNavi_faq,EP_customer_support,SiteNavi_download,SiteNavi_remote_service,StartOver,EP_customer_support,SiteNavi_customer_service,ChatbotNavi_faq,StartOver,adm_KF_S20,,,,,
b99ab8a5-b13c-4360-9fd9-0c193f9a5e46,ChatbotNavi_faq,EP_customer_support,SiteNavi_offline_shop,SiteNavi_reservation_for_customer_service,,,,,,,,,,,
3aec5f4a-aa9e-4454-99d3-555a70cde16c,ChatbotNavi_faq,EP_customer_support,SiteNavi_offline_shop,,,,,,,,,,,,
62033802-b6cb-46d8-9704-481c4199906d,ChatbotNavi_faq,EP_customer_support,StartOver,Search_product_null,adm_KF_S20,,,,,,,,,,
75dc4ecd-c1b3-4cef-ba64-8940b8d2a543,ChatbotNavi_faq,EP_customer_support,StartOver,SiteNavi_download,SiteNavi_customer_service,,,,,,,,,,
318b6be3-3603-492f-846b-330b7ad2b88f,ChatbotNavi_faq,EP_customer_support,,,,,,,,,,,,,
c4cfd80b-e4cf-431f-9d80-482bad43b1dc,ChatbotNavi_faq,EP_customer_support,,,,,,,,,,,,,
e93c002f-dccd-4662-a4c3-88f0ab229b5e,ChatbotNavi_faq,EP_start_epromoter,EP_customer_support,FAQ_galaxy_club,EP_customer_support,,,,,,,,,,
9558d544-1589-4e10-8355-c3cd68802ea1,ChatbotNavi_faq,EP_start_epromoter,EP_customer_support,SiteNavi_download,,,,,,,,,,,
6a3f7d00-3c30-4246-92b4-e96c3e2d8260,ChatbotNavi_faq,EP_start_epromoter,EP_start_epromoter,EP_start_epromoter,EP_start_epromoter,EP_start_epromoter,EP_start_epromoter,EP_start_epromoter,EP_start_epromoter,EP_start_epromoter,EP_start_epromoter,EP_start_epromoter,EP_start_epromoter,,
60fca64a-1662-4875-bdc0-b27cc45c9434,ChatbotNavi_faq,EP_start_epromoter,StartOver_Welcome,StartOver_Welcome,StartOver_Orientation,StartOver_Orientation2,StartOver_Orientation3,Search_product_null,Search_product_스마트폰,Search_product,EP_purchase_consulting,,,,
220dfac8-16bc-4af0-aac0-5ce73f631b3e,ChatbotNavi_faq,EP_start_epromoter,,,,,,,,,,,,,
26015725-1d52-4ab7-8c75-c34d440954ff,ChatbotNavi_faq,EP_start_epromoter,,,,,,,,,,,,,
3371e8e4-bfa5-4ba7-8977-b89f183709b5,ChatbotNavi_faq,EP_start_epromoter,,,,,,,,,,,,,
3cdd896f-d1aa-4fea-8360-8f482a26e412,ChatbotNavi_faq,EP_start_epromoter,,,,,,,,,,,,,
4b9aead3-83c6-45d0-a9e2-273c8f64d59b,ChatbotNavi_faq,EP_start_epromoter,,,,,,,,,,,,,
d5eeaa29-6a02-45f5-8836-63c687f1d573,ChatbotNavi_faq,EP_start_epromoter,,,,,,,,,,,,,
ac885d87-41a6-40fd-a3e7-1800f367dada,ChatbotNavi_faq,FAQ_Unlockphone,ChatbotNavi_faq,ChatbotNavi_faq,FAQ_mobile_care,ChatbotNavi_faq,,,,,,,,,
caaecea2-53d2-4deb-bbe6-46cd336bbe7f,ChatbotNavi_faq,FAQ_Unlockphone,ChatbotNavi_faq,FAQ_galaxy_club,adm_KF_S20,StartOver,,,,,,,,,
606f60bb-408f-4995-9382-e9276cc18ec2,ChatbotNavi_faq,FAQ_Unlockphone,ChatbotNavi_faq,FAQ_mobile_care,FAQ_Unlockphone,,,,,,,,,,
d09458b2-9085-4cad-a5b8-c9d7f0da1e2b,ChatbotNavi_faq,FAQ_Unlockphone,EP_customer_support,SiteNavi_offline_shop,,,,,,,,,,,
9da54c5c-f2d9-42c1-bd21-c07fd59ddaf1,ChatbotNavi_faq,FAQ_Unlockphone,FAQ_Unlockphone,,,,,,,,,,,,
b53b78b2-b758-4bf9-9f5c-7103110abae9,ChatbotNavi_faq,FAQ_Unlockphone,FAQ_galaxy_club,ChatbotNavi_faq,,,,,,,,,,,
d3da7f52-24e5-4da4-8483-6d596ca684d3,ChatbotNavi_faq,FAQ_Unlockphone,FAQ_galaxy_club,FAQ_mobile_care,ChatbotNavi_faq,,,,,,,,,,
dc59602b-6d89-44ed-ab8b-a36070aebc60,ChatbotNavi_faq,FAQ_Unlockphone,FAQ_galaxy_club,,,,,,,,,,,,
0096d1ad-175d-4f7f-9373-21b6adf662b2,ChatbotNavi_faq,FAQ_Unlockphone,FAQ_membership,,,,,,,,,,,,
1929ecb2-ee65-4aef-bbb6-7fe928bba75e,ChatbotNavi_faq,FAQ_Unlockphone,FAQ_mobile_care,ChatbotNavi_faq,ChatbotNavi_faq,ChatbotNavi_faq,ChatbotNavi_faq,,,,,,,,
b2ff241e-7f76-4ff0-9d7a-4b718a36f6a4,ChatbotNavi_faq,FAQ_Unlockphone,FAQ_mobile_care,adm_KF_S20,adm_KF_S20,ChatbotNavi_faq,FAQ_galaxy_club,,,,,,,,
34116a10-bf18-4ca1-ae84-ec761626c2f2,ChatbotNavi_faq,FAQ_Unlockphone,FAQ_offline_product,FAQ_payment_method,,,,,,,,,,,
bf5daa27-94d9-4ad1-b371-2c375e57a42f,ChatbotNavi_faq,FAQ_Unlockphone,StartOver_Welcome,StartOver_Orientation,StartOver_Orientation2,StartOver_Orientation3,Search_product_null,Search_product_스마트폰,Search_product,EP_purchase_consulting,EP_self_check,EP_start_epromoter,adm_KF_S20,,
58d1cbbf-3ade-42e8-8366-092f16b771e1,ChatbotNavi_faq,FAQ_Unlockphone,StartOver_Welcome,StartOver_Welcome,StartOver,Search_product_null,Search_product_스마트폰,Search_product,EP_purchase_consulting,StartOver,StartOver,StartOver,adm_KF_S20,StartOver,StartOver
265e3e39-6605-41be-ab30-54209aed5be4,ChatbotNavi_faq,FAQ_Unlockphone,StartOver_Welcome,StartOver_Welcome,StartOver_Orientation,StartOver_Orientation2,Search_product,,,,,,,,
5128609d-13d9-40f1-a254-c127d9e6da52,ChatbotNavi_faq,FAQ_Unlockphone,adm_Apps_Smart_Switch,FAQ_galaxy_club,,,,,,,,,,,
3eaff034-f291-4411-8286-de379f15be2e,ChatbotNavi_faq,FAQ_Unlockphone,,,,,,,,,,,,,
45ab8bce-d4c3-4561-8620-4ca8811eec7b,ChatbotNavi_faq,FAQ_Unlockphone,,,,,,,,,,,,,
4d1dca56-fff4-4161-aba8-70dfd7b8de5d,ChatbotNavi_faq,FAQ_Unlockphone,,,,,,,,,,,,,
af704702-7498-46f6-be5d-849f041f6289,ChatbotNavi_faq,FAQ_Unlockphone,,,,,,,,,,,,,
b8b516a5-4e46-4e4a-9f21-1a6791b3b62a,ChatbotNavi_faq,FAQ_Unlockphone,,,,,,,,,,,,,
702ee9be-7cf9-4994-8288-2c508a8783dd,ChatbotNavi_faq,FAQ_customer_center_number,,,,,,,,,,,,,
8844058b-ee67-4b7d-89d4-473691814014,ChatbotNavi_faq,FAQ_eng_issue,,,,,,,,,,,,,
344f10fe-bdcd-4036-aad5-f78792ce2132,ChatbotNavi_faq,FAQ_exchange,ChatbotNavi_faq,ChatbotNavi_faq,FAQ_exchange,ChatbotNavi_faq,ChatbotNavi_faq,,,,,,,,
6571253c-6890-4505-9e1e-848b710e17f1,ChatbotNavi_faq,FAQ_exchange,,,,,,,,,,,,,
5909f4db-207c-410f-9467-bff5abd062de,ChatbotNavi_faq,FAQ_galaxy_club,ChatbotNavi_faq,FAQ_galaxy_club,ChatbotNavi_faq,FAQ_Unlockphone,ChatbotNavi_faq,FAQ_price_differential,StartOver_Welcome,ChatbotNavi_faq,smalltalk.greetings.hello,fallback,fallback,,
12a68369-9322-4ec0-a657-19a980849525,ChatbotNavi_faq,FAQ_galaxy_club,FAQ_login,,,,,,,,,,,,
19646e53-0fbe-462a-a416-453100b48d0d,ChatbotNavi_faq,FAQ_galaxy_club,FAQ_mobile_care,EP_customer_support,SiteNavi_reservation_for_customer_service,,,,,,,,,,
a3096db2-8707-49fb-b07f-e30bbcbaff7b,ChatbotNavi_faq,FAQ_galaxy_club,StartOver_Welcome,StartOver_Welcome,StartOver_Orientation,StartOver_Orientation2,StartOver_Orientation3,adm_KF_S20,,,,,,,
0ec89ee9-0463-40f8-8ff9-b09681d6067a,ChatbotNavi_faq,FAQ_galaxy_club,,,,,,,,,,,,,
77ecdc20-d32e-45f6-9f1f-103dce232425,ChatbotNavi_faq,FAQ_how_to_cancel_order,,,,,,,,,,,,,
60662278-333c-4d4a-8c77-d978c342f543,ChatbotNavi_faq,FAQ_login,ChatbotNavi_faq,StartOver,ChatbotNavi_faq,FAQ_login,,,,,,,,,
a4c96a69-f8f4-46b7-95d7-c479bcd4ddaf,ChatbotNavi_faq,FAQ_login,StartOver,Recommend_product_null,,,,,,,,,,,
d5f4cfcb-925b-4285-8891-6b1b4b1b0c60,ChatbotNavi_faq,FAQ_login,fallback,fallback,ChatbotNavi_faq,FAQ_membership_certified,FAQ_membership,,,,,,,,
49ef46af-7a3d-4a1f-84cc-3695791c41ec,ChatbotNavi_faq,FAQ_login,,,,,,,,,,,,,
84e2fab7-03b8-4bb7-9068-e5886ae654b8,ChatbotNavi_faq,FAQ_membership,ChatbotNavi_faq,FAQ_refund_method,,,,,,,,,,,
7128ff16-43ca-4883-91d4-ffc18505bb24,ChatbotNavi_faq,FAQ_membership,StartOver,adm_KF_S20,StartOver,StartOver_Welcome,StartOver,adm_KF_S20,,,,,,,
395be3ed-8a78-49aa-82e0-5d5eb8b42c6b,ChatbotNavi_faq,FAQ_membership,StartOver_Welcome,,,,,,,,,,,,
7784d468-2a02-41ef-8a2d-a17a21040a12,ChatbotNavi_faq,FAQ_membership,,,,,,,,,,,,,
cd6b4f06-d75c-48e0-816d-41cbcba6db3d,ChatbotNavi_faq,FAQ_membership_benefit,Search_product_스마트폰,Search_product,,,,,,,,,,,
15cbf8b7-1766-43bf-8fe0-9098f2dbbc47,ChatbotNavi_faq,FAQ_membership_certified,FAQ_self_pick_up,EP_customer_support,SiteNavi_offline_shop,FAQ_refund_method,EP_customer_support,SiteNavi_download,,,,,,,
edb711ee-ec6c-4668-9d66-84da7525d5da,ChatbotNavi_faq,FAQ_membership_certified,,,,,,,,,,,,,
9d5a41cd-d90d-419f-a234-45fb7a495eff,ChatbotNavi_faq,FAQ_mobile_care,FAQ_price_differential,EP_start_epromoter,EP_start_epromoter,StartOver_Welcome,StartOver,StartOver,adm_KF_S20,,,,,,
yccbn5ryeg,ChatbotNavi_faq,FAQ_mobile_care,Search_product,Search_event,EP_self_check,EP_start_epromoter,,,,,,,,,
142963f8-835b-4279-a9c5-03f1691f8e64,ChatbotNavi_faq,FAQ_mobile_care,fallback,,,,,,,,,,,,
873753e4-578e-4b15-8a57-dd683d9bba36,ChatbotNavi_faq,FAQ_mobile_care,,,,,,,,,,,,,
c78c3ffa-553b-4d97-8c73-16a89f448c4e,ChatbotNavi_faq,FAQ_mobile_care,,,,,,,,,,,,,
ee652a6d-741f-430e-b95f-fd0012f3ed01,ChatbotNavi_faq,FAQ_offline_product,FAQ_product,ChatbotNavi_faq,,,,,,,,,,,
205c9e43-1a3c-401b-8aed-44d0525b1783,ChatbotNavi_faq,FAQ_offline_product,Search_product,EP_purchase_consulting,EP_self_check,EP_start_epromoter,,,,,,,,,
e85b38bf-a30b-4884-a778-15970c1cb1da,ChatbotNavi_faq,FAQ_offline_product,,,,,,,,,,,,,
00b6b31b-2c38-4ba4-8752-cf8d0b74760a,ChatbotNavi_faq,FAQ_order_history,Search_product,StartOver_Welcome,StartOver_Welcome,StartOver_Orientation,ChatbotNavi_faq,EP_start_epromoter,EP_start_epromoter,EP_customer_support,EP_start_epromoter,ChatbotNavi_faq,FAQ_shipping,FAQ_shipping_date,FAQ_shipping_fee
f24694d4-ddea-488f-8a53-4c2743275659,ChatbotNavi_faq,FAQ_order_history,adm_goPlay,,,,,,,,,,,,
6559d85e-f6f7-4eb6-8ad9-f0e979a33760,ChatbotNavi_faq,FAQ_order_phone,,,,,,,,,,,,,
dqtn05jyjj,ChatbotNavi_faq,FAQ_payment_method,FAQ_shoppingcart_delete,StartOver_Welcome,,,,,,,,,,,
f88d3d37-203e-4778-a175-04ddfd6d036b,ChatbotNavi_faq,FAQ_payment_method,,,,,,,,,,,,,
07917f6d-a36d-4fac-99f4-8e0f3fa21fdb,ChatbotNavi_faq,FAQ_point,FAQ_Unlockphone,,,,,,,,,,,,
749db9bd-58ab-45e0-9a9b-594631d3bfef,ChatbotNavi_faq,FAQ_point,StartOver,,,,,,,,,,,,
ujezc9cdaa,ChatbotNavi_faq,FAQ_point,StartOver_Welcome,StartOver_Welcome,StartOver,ChatbotNavi_faq,,,,,,,,,
a15bd98b-6c18-44a1-8e65-53aa531908fe,ChatbotNavi_faq,FAQ_price_differential,,,,,,,,,,,,,
95026284-abb3-4ec5-9e95-93971ee29281,ChatbotNavi_faq,FAQ_product,,,,,,,,,,,,,
e1ovwjcsbg,ChatbotNavi_faq,FAQ_product_enroll,,,,,,,,,,,,,
e4488cb3-55ff-4c88-b9da-6e88735e53a3,ChatbotNavi_faq,FAQ_refund_method,FAQ_exchange,ChatbotNavi_faq,ChatbotNavi_faq,StartOver,,,,,,,,,
41ce8f05-23ae-43c3-8e55-d36f5d1646d3,ChatbotNavi_faq,FAQ_refund_method,,,,,,,,,,,,,
83bc9767-6838-4896-bf73-c03c0ecd5893,ChatbotNavi_faq,FAQ_self_pick_up,FAQ_self_pick_up_precautions,,,,,,,,,,,,
1ko7nh9ycg,ChatbotNavi_faq,FAQ_shipping,StartOver_Welcome,StartOver_Welcome,StartOver_Orientation,StartOver_Orientation2,StartOver_Orientation3,FAQ_order_history,,,,,,,
90e9ae48-42e9-4555-8ba9-6f96202a06be,ChatbotNavi_faq,FAQ_shipping_date,ChatbotNavi_faq,FAQ_shipping_date,,,,,,,,,,,
7458960c-3afc-4024-b992-aa3374a53082,ChatbotNavi_faq,FAQ_shipping_date,EP_start_epromoter,,,,,,,,,,,,
999e3db7-2056-4213-9d62-eea3a7e72280,ChatbotNavi_faq,FAQ_shipping_date,FAQ_shipping,,,,,,,,,,,,
700f751d-ba00-4420-ba87-3919fa96d650,ChatbotNavi_faq,FAQ_shipping_date,,,,,,,,,,,,,
94c93de3-5449-4daf-b237-f5189d259c93,ChatbotNavi_faq,FAQ_shipping_date,,,,,,,,,,,,,
a0d4c3fd-194f-493e-991a-9637ce9903cb,ChatbotNavi_faq,FAQ_shipping_date,,,,,,,,,,,,,
50988443-d6ac-4918-94f7-71e047c18eef,ChatbotNavi_faq,General_samsungpay,EP_customer_support,StartOver_Welcome,General_samsungpay,,,,,,,,,,
28ef6e30-6ecc-4bf2-9699-d44e3126b4f7,ChatbotNavi_faq,Search_event,,,,,,,,,,,,,
52daa8f6-579f-412d-a021-6a176a0e3230,ChatbotNavi_faq,Search_model_code,Search_product_null,,,,,,,,,,,,
06f264b9-9caf-492e-a6a9-4afbde6ec157,ChatbotNavi_faq,Search_product,ChatbotNavi_faq,Search_model_code,,,,,,,,,,,
8dfdbcc4-a610-4ddc-8332-65c81466c797,ChatbotNavi_faq,Search_product,EP_purchase_consulting,StartOver_Welcome,StartOver_Orientation,StartOver_Orientation2,StartOver_Orientation3,ChatbotNavi_faq,StartOver,Search_product,StartOver,StartOver,StartOver,StartOver,StartOver
9c7f908c-a063-4da4-8b9d-15b350cd0c50,ChatbotNavi_faq,Search_product,FAQ_shipping,,,,,,,,,,,,
16b09385-90b8-47ab-be6d-6846568c0e12,ChatbotNavi_faq,Search_product,Search_product,FAQ_Unlockphone,,,,,,,,,,,
0413cfcc-fa56-4a73-ac7f-ea67d97cf820,ChatbotNavi_faq,Search_product,,,,,,,,,,,,,
d1bf26ac-3a05-49ba-a517-9b44abe48fe0,ChatbotNavi_faq,Search_product,,,,,,,,,,,,,
f49c81f0-e3e0-4f24-8be4-0795506fc107,ChatbotNavi_faq,Search_product,,,,,,,,,,,,,
7878635a-6acf-4ad0-b555-da77a82c7908,ChatbotNavi_faq,Search_product_null,Search_product_스마트폰,Search_product,,,,,,,,,,,
9b4c9d36-254e-478b-a45a-38ff7cb3e083,ChatbotNavi_faq,Search_product_null,Search_product_스마트폰,Search_product,,,,,,,,,,,
619a7601-e47e-4a4a-8ea6-3a9a5468d258,ChatbotNavi_faq,Search_product_세탁기,ChatbotNavi_faq,,,,,,,,,,,,
af6ef8fe-c130-445a-8a41-97842472c1aa,ChatbotNavi_faq,SiteNavi_download,Search_product,,,,,,,,,,,,
80cd03c4-76cf-4386-8585-e638a84f54cc,ChatbotNavi_faq,SiteNavi_launching,ChatbotNavi_faq,,,,,,,,,,,,
c33d3c9d-32ef-40ae-9486-ec35d4ce5c64,ChatbotNavi_faq,SiteNavi_launching,,,,,,,,,,,,,
ea41aa95-199a-4ab6-8a5a-1d893b7b71be,ChatbotNavi_faq,SiteNavi_order_history,,,,,,,,,,,,,
ee3a1081-a6a3-492b-9334-035eb2bf5961,ChatbotNavi_faq,StartOver,ChatbotNavi_faq,ChatbotNavi_faq,,,,,,,,,,,
