userId,group_1,group_2,group_3,group_4,group_5,group_6,group_7,group_8,group_9,group_10,group_11,group_12,group_13,group_14,group_15
00221236-7b88-4f70-b9e5-f066ad21472c,StartOver_welcome,StartOver_Orientation,StartOver_Orientation,Keyfeature,Keyfeature,,,,,,,,,,
002212b6-59fb-468b-8a0f-6ce19f8c7be2,ePromoter_ing,FAQ,,,,,,,,,,,,,
00228ebb-b569-4866-b397-714d4aeff720,StartOver_welcome,StartOver,StartOver,StartOver,StartOver,,,,,,,,,,
0024f20d-2015-4728-97ae-e42b48179430,StartOver_welcome,StartOver,ChatbotNavi_faq,StartOver,Search_event,Search_event,StartOver,Flagship,,,,,,,
0027e54e-19e1-4b53-ae05-7f151e080c35,StartOver_welcome,StartOver,,,,,,,,,,,,,
002a48ea-f034-40e6-9834-8b61bb5a3b7b,StartOver_welcome,,,,,,,,,,,,,,
002c047e-f478-48d5-86ba-2c4971476fe9,Search_model_code,StartOver,,,,,,,,,,,,,
002dcd1a-7fcb-4aad-86a9-aa035836524e,StartOver_welcome,,,,,,,,,,,,,,
0032f849-34b9-44a0-8150-b53374a7dfb0,StartOver_welcome,,,,,,,,,,,,,,
0032f8f9-c122-4816-bd42-7e3b94882cc7,ChatbotNavi_faq,Flagship,StartOver_welcome,,,,,,,,,,,,
00334c19-d9e5-4808-8b09-fb300484a6e1,StartOver_welcome,StartOver,,,,,,,,,,,,,
00338419-52a2-4471-af7b-9648f45255ec,StartOver_welcome,,,,,,,,,,,,,,
0034976d-6b05-42cc-b0b9-5df43e46500c,StartOver_welcome,,,,,,,,,,,,,,
00364fc0-0b49-4a91-9fe1-8a45c4a2697f,ePromoter_start,StartOver_welcome,StartOver,,,,,,,,,,,,
0036a086-0c70-4476-9374-61c55dfa1c85,StartOver_welcome,StartOver,,,,,,,,,,,,,
003ef45c-d43f-4cf0-bc2b-6890121e5b8e,StartOver_welcome,,,,,,,,,,,,,,
00409552-abfb-40b1-b036-ad8eba56d800,StartOver_welcome,,,,,,,,,,,,,,
00427b25-bc28-4475-8150-7e0ca0e6025f,ePromoter_start,,,,,,,,,,,,,,
0045b20f-f4d3-493c-ac3e-fa7092674fd1,ePromoter_start,ePromoter_ing,StartOver_welcome,StartOver,Search_event,Search_event,,,,,,,,,
004a5a19-ba67-4fe0-8c8a-e9ddb7431c3d,ePromoter_start,ePromoter_ing,ChatbotNavi_faq,FAQ,ePromoter_ing,StartOver,ePromoter_ing,Keyfeature,Search_event,Search_event,chatbot_to_ePromoter,chatbot_to_ePromoter,,,
004b61f1-e900-4851-95f7-bd8f82b2c2d2,ChatbotNavi_faq,ChatbotNavi_faq,StartOver,ChatbotNavi_faq,StartOver,Search_event,Search_event,StartOver,fallback,ChatbotNavi_faq,FAQ,ePromoter_start,ePromoter_ing,FAQ,
00500980-85e8-46e8-a2aa-ed32b5bf46b5,ChatbotNavi_faq,,,,,,,,,,,,,,
00527727-f241-47d3-a9bc-1baeca1732e0,StartOver_welcome,StartOver_welcome,StartOver,Search_product,,,,,,,,,,,
0054378f-2048-486a-b081-74fe359901c9,StartOver_welcome,StartOver,fallback,ePromoter_start,ePromoter_end,,,,,,,,,,
005581aa-acef-4cac-9518-48d28c38d6da,StartOver_welcome,,,,,,,,,,,,,,
00587f76-72bd-4d5b-8fb5-ea3114d369a0,StartOver_welcome,StartOver,Keyfeature,ePromoter_start,ePromoter_end,,,,,,,,,,
0059d096-44cc-48fc-8e59-7695d434ab52,StartOver_welcome,,,,,,,,,,,,,,
005cbb82-283b-4582-a282-34385202ffaf,StartOver_welcome,,,,,,,,,,,,,,
005cefd0-4cd8-4f5c-aa72-bd9c2dd24e44,StartOver_welcome,,,,,,,,,,,,,,
005f3219-c399-47bc-a8e0-a50a900620b8,fallback,,,,,,,,,,,,,,
0063504b-2c82-4e63-9c10-5bf262cea6f1,StartOver_welcome,,,,,,,,,,,,,,
0063de73-0971-480d-8fc6-2e5542917736,StartOver_welcome,,,,,,,,,,,,,,
00688d13-2d1c-46e3-8431-50f5917bbf62,StartOver_welcome,,,,,,,,,,,,,,
00691dda-6c33-4c49-a590-540ff7e8fbbc,StartOver_welcome,,,,,,,,,,,,,,
006bcd3a-3929-461b-b6d5-220137d9b9fa,StartOver_welcome,,,,,,,,,,,,,,
006c24b0-d84e-4ff4-a24c-e3996df3c9ba,StartOver_welcome,StartOver,Search_event,,,,,,,,,,,,
006eb037-aa61-420c-943a-3f89b82f0455,StartOver_welcome,StartOver,,,,,,,,,,,,,
006efa18-5272-4f38-9ec8-0e138af4ec07,StartOver_welcome,,,,,,,,,,,,,,
0072df85-a231-47bd-bce9-c3badefd5c14,StartOver_welcome,StartOver_Orientation,FAQ,,,,,,,,,,,,
00732687-9068-4c3d-8070-b207006063a5,ePromoter_ing,,,,,,,,,,,,,,
0076d67a-e1d7-45b6-891e-ace4fb9f3de4,StartOver_welcome,,,,,,,,,,,,,,
00789d74-4270-43e9-b7e5-28334e582ae4,StartOver_welcome,StartOver_welcome,,,,,,,,,,,,,
0079aca0-31cf-402f-8849-f29c77e9e8f4,StartOver_welcome,StartOver,ePromoter_ing,FAQ,Search_product,smalltalk,,,,,,,,,
007ae66c-5b40-4728-ab52-51543207b9d9,ePromoter_ing,ChatbotNavi_faq,,,,,,,,,,,,,
007c774e-5a21-47bf-9e31-f4711f99bbbb,StartOver_welcome,,,,,,,,,,,,,,
007f06ad-2e21-456c-87c3-a90b4492aea8,StartOver_welcome,StartOver,Search_product,StartOver,Search_product,Search_product,Search_product,Search_product,ePromoter_ing,,,,,,
0085cc3e-3ffc-45f6-b098-611df0bb49af,StartOver_welcome,StartOver_welcome,,,,,,,,,,,,,
0086d8a3-cb13-48d6-8638-8a5037c094ff,StartOver_welcome,StartOver_Orientation,StartOver_Orientation,StartOver_Orientation,Recommend_product,Keyfeature,StartOver,,,,,,,,
0087759b-be4f-4101-85ce-cc237547fdad,StartOver_welcome,,,,,,,,,,,,,,
00882a7c-1854-4143-b7da-e177a31b8f01,ePromoter_start,ePromoter_end,,,,,,,,,,,,,
00888834-2f24-4198-85ec-d78d1bd73679,StartOver_welcome,,,,,,,,,,,,,,
0089e691-238e-4f7f-b7bd-c23f2d4af5cb,StartOver_welcome,,,,,,,,,,,,,,
008acb89-3c0c-44d6-9f3d-734eeabfab34,StartOver_welcome,,,,,,,,,,,,,,
008bb8a0-526b-40a2-a726-c23b163c2e76,ePromoter_start,ePromoter_ing,,,,,,,,,,,,,
008e1cad-16f8-4949-80ee-c38e6148beb9,StartOver_welcome,,,,,,,,,,,,,,
008f6208-47c5-423a-9f2b-f21c7cb60d3b,StartOver_welcome,StartOver,,,,,,,,,,,,,
00909c6d-2545-468a-8bef-37b2a6a308e3,Keyfeature,ePromoter_start,StartOver,StartOver_welcome,StartOver,Search_product,Search_product,Search_product,,,,,,,
0092ffe7-348f-485b-9e72-18fd23e6baab,StartOver_welcome,,,,,,,,,,,,,,
009474d3-d72b-41bd-b99a-7065f6cbf54a,StartOver_welcome,Search_product,ePromoter_start,ePromoter_start,ePromoter_ing,ePromoter_start,Search_product,,,,,,,,
00957a6e-d0a8-4076-82b4-81aa09552e3c,ePromoter_start,ePromoter_start,ePromoter_end,Keyfeature,,,,,,,,,,,
00972934-98dd-4640-ad8a-871b38fa9c09,Search_model_code,,,,,,,,,,,,,,
009a954f-d3be-492c-86be-f959e2f05a7c,StartOver_welcome,,,,,,,,,,,,,,
009b8aca-f50d-43b0-a456-dd05ad0580da,StartOver_welcome,StartOver,StartOver,StartOver,StartOver,,,,,,,,,,
009bc2f1-e320-4b90-b8eb-999ff136d29c,ePromoter_start,,,,,,,,,,,,,,
009ef22b-4286-4c4d-b180-260532c67ebf,StartOver_welcome,StartOver_Orientation,StartOver_Orientation,StartOver_Orientation,Search_product,Search_product,Search_product,ePromoter_ing,chatbot_to_ePromoter,ePromoter_start,,,,,
00a131b5-a87f-4b32-b6d9-8b5e94945458,StartOver_welcome,,,,,,,,,,,,,,
00a814e5-a0d6-4c51-9247-a51b65c42849,StartOver_welcome,StartOver_welcome,,,,,,,,,,,,,
00ad87c5-582a-40e0-bd73-55ba19f7ebda,StartOver_welcome,StartOver_welcome,,,,,,,,,,,,,
00adb628-82ee-49d8-9806-0f0378baa04d,StartOver,,,,,,,,,,,,,,
00aea8e6-d3ff-441d-a777-d38ffd232e90,StartOver_welcome,,,,,,,,,,,,,,
00afeb94-0fc2-4f9f-856b-c6a4a08b4270,Flagship,Flagship,,,,,,,,,,,,,
00b327bb-3cd9-4793-8571-57e575f58512,StartOver_welcome,,,,,,,,,,,,,,
00bd0fa2-be04-4ddc-abea-b3c6986f7b75,ePromoter_ing,Search_product,Search_product,,,,,,,,,,,,
00c01936-0e5c-44a5-8df0-bb534613684a,StartOver_welcome,,,,,,,,,,,,,,
00c08b66-1248-417d-b7db-b9cd36aa8320,StartOver_welcome,StartOver,ePromoter_ing,ePromoter_ing,chatbot_to_ePromoter,ePromoter_start,ePromoter_ing,ePromoter_ing,,,,,,,
00c81a9f-3d84-43db-bca9-75182d224aee,ePromoter_start,adm,ePromoter_ing,ePromoter_start,StartOver_welcome,StartOver,ePromoter_start,ePromoter_end,ePromoter_start,ePromoter_end,ePromoter_start,StartOver,ePromoter_ing,StartOver,
00c90f79-003f-42af-bd26-f4d9854da890,StartOver_welcome,,,,,,,,,,,,,,
00d01ae9-f177-48c2-92dd-adfe9f1bdd49,StartOver_welcome,StartOver_welcome,StartOver_Orientation,Flagship,fallback,ePromoter_start,ePromoter_end,,,,,,,,
00d0ad0e-86d2-4f4e-8f48-a8283c696ad6,StartOver_welcome,StartOver_welcome,,,,,,,,,,,,,
00d15e20-0966-4dde-ad37-ecdad39f48d6,StartOver_welcome,StartOver,,,,,,,,,,,,,
00d2e2ae-aad6-4eac-83cd-6e20cc07a02a,StartOver_welcome,,,,,,,,,,,,,,
00d4c922-c6d5-4110-bf90-d23f404c9e19,StartOver_welcome,,,,,,,,,,,,,,
00d5da33-fd58-4126-8861-416df0fcbd85,StartOver_welcome,,,,,,,,,,,,,,
00d645f6-862b-4937-a946-fdac75adc8f4,StartOver_welcome,,,,,,,,,,,,,,
00d7036b-6e0b-4d06-986a-b60cbf113fef,StartOver_welcome,,,,,,,,,,,,,,
00dd54cd-4a4f-4634-a8a2-311bc2732d2d,StartOver_welcome,,,,,,,,,,,,,,
00ddc36a-e6b7-4e16-9aeb-e8d1d2f54b38,StartOver_welcome,StartOver,Search_event,Search_event,StartOver,adm,adm,,,,,,,,
00dfb67e-eae5-40a8-a413-ffb52ccbe826,ChatbotNavi_faq,StartOver,,,,,,,,,,,,,
00e0de89-896f-4389-aba1-69b16d9742bc,StartOver_welcome,,,,,,,,,,,,,,
00e0fb96-f97e-4661-9d2f-5e5647ca2b19,StartOver_welcome,StartOver,ePromoter_start,ePromoter_start,ePromoter_end,,,,,,,,,,
00e41506-e0a5-4606-92de-3c1202fe975d,StartOver_welcome,,,,,,,,,,,,,,
00e4c3a7-3ce3-48bc-b20a-fef489702fe6,StartOver_welcome,,,,,,,,,,,,,,
00e4c9de-bfe6-4177-ba4f-ac301011291c,StartOver_welcome,StartOver_welcome,StartOver,ChatbotNavi_faq,,,,,,,,,,,
00e533e9-5230-4fa8-88f8-950c625ad4e5,StartOver_welcome,,,,,,,,,,,,,,
00e76ca8-d73a-4b65-96cb-04b79fac8bd6,StartOver_welcome,StartOver,,,,,,,,,,,,,
00e8062d-02ca-428f-9cc6-7b92c343f3f7,StartOver_welcome,,,,,,,,,,,,,,
00ef33db-8c30-477e-b0e8-a75f635fca09,StartOver_welcome,,,,,,,,,,,,,,
00f21f51-b210-4d3c-b6e9-84e4dc97db2b,ePromoter_start,ePromoter_end,,,,,,,,,,,,,
00f4e735-0a99-4c80-b9bf-4dcb33a01c79,fallback,ePromoter_ing,FAQ,,,,,,,,,,,,
00f525cd-d70f-41b1-ac51-82cd7e64b854,StartOver_welcome,StartOver_Orientation,StartOver_Orientation,FAQ,FAQ,,,,,,,,,,
00f5acdc-0daa-424c-8a60-a25051468540,StartOver_welcome,,,,,,,,,,,,,,
00fa24c3-99af-4184-b6c4-3e150acefdc8,ePromoter_start,ePromoter_ing,,,,,,,,,,,,,
00faa11e-6118-43b8-988c-62a475f6639e,StartOver_welcome,,,,,,,,,,,,,,
00fd27b5-a47d-4542-bd82-a3486ae8fec4,StartOver_welcome,StartOver_Orientation,StartOver_Orientation,Order_benefit,ChatbotNavi_faq,Keyfeature,Order_benefit,Order_benefit,ChatbotNavi_faq,ePromoter_ing,Order_benefit,,,,
00jlu51xob,StartOver_welcome,ePromoter_start,,,,,,,,,,,,,
010c48e2-cd6e-4937-bed7-257c1f5ce353,StartOver_welcome,StartOver,,,,,,,,,,,,,
010e3e88-2e03-4b70-a859-e793403f9dbc,StartOver_welcome,,,,,,,,,,,,,,
010f98d1-44d6-4950-99e3-a225df137ebd,StartOver_welcome,StartOver_Orientation,,,,,,,,,,,,,
0110b553-fcf9-44b5-aebf-0f95c4bbee2d,ePromoter_start,ePromoter_end,Keyfeature,,,,,,,,,,,,
01118af1-2532-4c4e-a85c-80b555ae1dae,ePromoter_start,,,,,,,,,,,,,,
01138d54-eccb-4b36-8daf-c98f514faa15,StartOver_welcome,,,,,,,,,,,,,,
011693ea-6ec1-4f0d-87bd-eeccb7e7a7c7,StartOver_welcome,,,,,,,,,,,,,,
0116dbde-2917-4094-bb19-81a53942d29c,ePromoter_start,,,,,,,,,,,,,,
011b2d31-2ecb-4bcd-b1bc-61b71308f9f0,StartOver_welcome,StartOver_Orientation,StartOver_Orientation,Search_product,Search_product,,,,,,,,,,
011b732b-1d21-4a8d-9a42-d3e7bda7b5c2,StartOver_welcome,StartOver_welcome,StartOver,,,,,,,,,,,,
011f84db-adad-4712-9412-3c5f20b69f67,StartOver_welcome,,,,,,,,,,,,,,
01200cb4-dc00-40dd-9058-18bc9113acf4,StartOver_welcome,,,,,,,,,,,,,,
012185a3-1e12-4dd5-a69c-530fbabe47d2,StartOver_welcome,,,,,,,,,,,,,,
0122cabf-5975-409f-9706-169c866bdd12,StartOver_welcome,,,,,,,,,,,,,,
0122d298-6e3d-4578-a1d1-5b3b4c8e1aa0,StartOver_welcome,StartOver,StartOver,StartOver,Keyfeature,,,,,,,,,,
012347f7-efca-4ebc-8d40-1229deb833c9,ePromoter_ing,FAQ,,,,,,,,,,,,,
0123740f-feaa-48c6-a528-98139a38f1e6,StartOver_welcome,StartOver_Orientation,StartOver_Orientation,,,,,,,,,,,,
0124143f-b6a3-4f55-bd28-6421541fc549,StartOver_welcome,,,,,,,,,,,,,,
0124e28d-3edc-4b22-85d2-8299e6769597,ChatbotNavi_faq,,,,,,,,,,,,,,
0125d6f1-1437-402d-a84d-8f21f25ac301,StartOver_welcome,StartOver_Orientation,StartOver_Orientation,StartOver_Orientation,Search_event,ChatbotNavi_faq,FAQ,StartOver,StartOver,Search_event,Search_event,StartOver,StartOver,StartOver,StartOver
0127811d-cb97-4e1a-915d-2d8e8230c3f8,StartOver_welcome,,,,,,,,,,,,,,
012796aa-b0da-4efd-a6e8-4f12e321836d,StartOver_welcome,StartOver_welcome,StartOver_Orientation,StartOver_Orientation,StartOver_Orientation,Search_product,Search_product,Search_product,,,,,,,
01287957-ef78-4967-8582-07710708c0ed,StartOver,adm,StartOver,Keyfeature,StartOver,,,,,,,,,,
0128b648-7473-47cd-a723-a4fb8ed458bc,StartOver_welcome,,,,,,,,,,,,,,
013030da-4df6-4096-97a5-3621ab85c1bb,StartOver_welcome,,,,,,,,,,,,,,
0131102c-a22e-40ca-abb5-215c4c305fb2,StartOver_welcome,StartOver,Search_model_code,Search_product,,,,,,,,,,,
01317b82-4d14-4774-8190-08e3b5b2bb5e,StartOver_welcome,,,,,,,,,,,,,,
013280d0-d329-45cc-b959-21147f949277,StartOver_welcome,StartOver_Orientation,fallback,,,,,,,,,,,,
013322b9-0b53-4449-a1cf-5e3b41f25fff,StartOver_welcome,StartOver,,,,,,,,,,,,,
01354879-bf7e-4db8-9db3-8b190a63d685,StartOver_welcome,,,,,,,,,,,,,,
01356f69-a112-4100-9cb1-15ea008ad5f5,StartOver_welcome,,,,,,,,,,,,,,
013bee35-4543-4b80-a7fe-8254f39d5c7c,StartOver_welcome,StartOver_Orientation,StartOver_Orientation,StartOver_Orientation,Search_event,Search_event,,,,,,,,,
013e4988-f543-4aca-95fe-ddbf73be6de8,StartOver_welcome,,,,,,,,,,,,,,
0142304d-9803-495e-bbba-3e37b64c188f,ePromoter_ing,ePromoter_start,ePromoter_end,,,,,,,,,,,,
0143de4f-60f6-4ec5-a2a6-d811ce9356c4,StartOver_welcome,StartOver_Orientation,StartOver_Orientation,StartOver_Orientation,ChatbotNavi_faq,ePromoter_ing,FAQ,FAQ,,,,,,,
01440d27-c9e6-4796-ab57-9a7d38630b85,ePromoter_start,,,,,,,,,,,,,,
0148939a-4e15-4359-a586-7ff222c22b97,fallback,ePromoter_ing,FAQ,,,,,,,,,,,,
0149ba63-6781-4359-ad53-b64d501c328e,StartOver_welcome,,,,,,,,,,,,,,
0149e5ef-7afc-4552-bacd-4e2f509bda94,StartOver_welcome,StartOver_Orientation,StartOver_Orientation,StartOver_Orientation,,,,,,,,,,,
014f1014-3b8b-4359-ba2d-197b7752454f,StartOver_welcome,,,,,,,,,,,,,,
01507fce-b70e-4c51-b928-71b425d927a2,ePromoter_start,ePromoter_start,,,,,,,,,,,,,
0150b809-0dd6-4bb7-b268-f261421dd552,StartOver_welcome,StartOver_Orientation,Search_product,Search_product,Keyfeature,Order_benefit,Search_product,Search_product,Search_product,,,,,,
0155df3a-23a5-4216-97dd-ce6238df2030,StartOver_welcome,,,,,,,,,,,,,,
01578baf-eae4-4f57-8029-01338ea65d66,StartOver_welcome,,,,,,,,,,,,,,
01593dc5-b402-4e9c-9b8c-157c727d3a3d,StartOver_welcome,StartOver_Orientation,StartOver_Orientation,StartOver_Orientation,Search_product,Search_product,adm,ChatbotNavi_faq,,,,,,,
015ab865-8659-4e5c-a153-71327f88501c,StartOver,Keyfeature,,,,,,,,,,,,,
015b0ce7-9ea8-4361-9179-28c51cfef24d,StartOver_welcome,StartOver_Orientation,StartOver_Orientation,StartOver,Search_product,Search_product,Search_product,StartOver,Search_product,Search_product,Search_product,ePromoter_ing,chatbot_to_ePromoter,ePromoter_start,ePromoter_ing
0162123e-af67-418c-a851-bdb28e54c67d,StartOver_welcome,,,,,,,,,,,,,,
016214b3-7513-4fd6-b3a8-22b94f3b27fc,StartOver,StartOver,StartOver,StartOver,,,,,,,,,,,
0163975f-1057-4122-b1c5-1d1af7c558d9,StartOver_welcome,,,,,,,,,,,,,,
0167db66-3d3e-4184-8406-c80e919a4aa1,StartOver_welcome,,,,,,,,,,,,,,
0167f91b-93b3-4e7b-a7e9-ec374413cbd6,StartOver,Keyfeature,StartOver,ePromoter_ing,,,,,,,,,,,
0168065f-8939-4eb1-8c30-52421eeb3cc1,StartOver_welcome,,,,,,,,,,,,,,
016aa0fc-c31d-41d6-91b6-9f4371b1cdc1,ePromoter_start,Search_product,Search_product,Search_product,ePromoter_ing,chatbot_to_ePromoter,,,,,,,,,
016b9177-651c-461e-b4f5-aa2450c07e39,StartOver_welcome,StartOver_Orientation,StartOver_Orientation,StartOver_Orientation,,,,,,,,,,,
016f17b9-ca06-4827-b796-61cefa9c95ef,StartOver,Recommend_product,Recommend_product,,,,,,,,,,,,
016f258e-35ce-4822-b5d0-1a8f679a27f0,StartOver,ChatbotNavi_faq,ePromoter_ing,FAQ,StartOver,Keyfeature,Search_product,,,,,,,,
01740b5c-aa1e-4448-8d61-ab034910b170,StartOver_welcome,,,,,,,,,,,,,,
01744929-380f-4a0e-98ac-3e1711646638,ePromoter_ing,Search_product,Search_product,,,,,,,,,,,,
01747e27-6ec7-47f2-884c-bd12d66905ab,StartOver,Search_product,Search_product,Search_product,StartOver,Search_product,Search_product,Search_product,ePromoter_start,ePromoter_end,,,,,
0178dea6-4a8b-4404-aa29-476b19e7047d,StartOver_welcome,,,,,,,,,,,,,,
017b0c27-2351-49dd-86e2-a5efdfe3ae21,StartOver_welcome,,,,,,,,,,,,,,
017c2609-77e9-4198-b4bd-1d1938a75d65,StartOver_welcome,StartOver_welcome,,,,,,,,,,,,,
0180a5be-c0f5-4da2-b9b7-e6bb7ffc345d,ePromoter_start,,,,,,,,,,,,,,
0181d894-a57f-41cf-80be-53fc08c7e0d6,StartOver_welcome,StartOver,StartOver,StartOver,StartOver,StartOver,Search_event,Search_product,,,,,,,
0183d7ce-7219-4095-bed8-70bef12af750,StartOver_welcome,,,,,,,,,,,,,,
0184e2f3-881b-4080-88cf-b3073027aca3,StartOver_welcome,,,,,,,,,,,,,,
01887ef3-d67f-44c1-90b5-aeaa4083f9b7,ChatbotNavi_faq,ChatbotNavi_faq,,,,,,,,,,,,,
018a9c76-10fc-4f46-b8ac-48389651dfb5,StartOver_welcome,StartOver,,,,,,,,,,,,,
018b26a2-620e-4eae-a4e0-df5b758e9a1f,StartOver_welcome,,,,,,,,,,,,,,
018c0eec-5d94-46d3-ba6c-b3a300f047e5,StartOver_welcome,StartOver,,,,,,,,,,,,,
018caff8-db80-4331-905c-b33219661bd9,StartOver_welcome,,,,,,,,,,,,,,
018e7638-b979-4f46-89d3-518cea115a33,StartOver_welcome,,,,,,,,,,,,,,
0191e637-43eb-41c5-8dbf-801b16a868f5,StartOver_welcome,StartOver_Orientation,fallback,ChatbotNavi_faq,,,,,,,,,,,
0192d833-4234-448f-a9bf-dfa153e62b2a,StartOver_welcome,,,,,,,,,,,,,,
01997188-8dc4-42d4-b5a7-027538e8cd03,ChatbotNavi_faq,FAQ,ChatbotNavi_faq,FAQ,ePromoter_ing,FAQ,,,,,,,,,
019a0023-b2ae-4067-bf37-65545533dcbc,StartOver_welcome,,,,,,,,,,,,,,
019b5498-81c8-4024-95f0-64bb102089fc,StartOver_welcome,,,,,,,,,,,,,,
019ce678-161b-418d-8dd0-107df7734fe6,StartOver_welcome,,,,,,,,,,,,,,
019d5224-9180-4c65-a5e6-690c14c7f5e6,StartOver_welcome,,,,,,,,,,,,,,
019d648b-61fa-417c-8aa0-530a96a46dae,ePromoter_ing,FAQ,,,,,,,,,,,,,
01a4179e-b729-44da-91de-d0d4389b2dcd,StartOver_welcome,,,,,,,,,,,,,,
01a507a3-06a1-4e6c-80c6-e54a42903a20,StartOver_welcome,,,,,,,,,,,,,,
01aa58b9-eefc-4e02-be74-1c6a7f5cc84a,ePromoter_ing,Flagship,StartOver,StartOver_welcome,StartOver_welcome,StartOver,,,,,,,,,
01aabe9c-2371-44cf-b148-98e569b6ab25,StartOver_welcome,,,,,,,,,,,,,,
01ab5c1e-1b97-42fa-a891-208c7754a50d,StartOver_welcome,,,,,,,,,,,,,,
01adf250-2127-486b-8d79-a8ea08fa5727,ePromoter_start,ePromoter_start,,,,,,,,,,,,,
01aea1ec-e6c9-441f-b168-fba71835768d,StartOver_welcome,,,,,,,,,,,,,,
01afbff5-df1b-4c9f-888e-51dd2c20eb31,StartOver_welcome,,,,,,,,,,,,,,
01b5b3c6-381c-4713-8fce-6668f1312e80,ePromoter_start,ePromoter_ing,FAQ,FAQ,StartOver_welcome,StartOver,StartOver,StartOver,,,,,,,
01b7bfaa-6e49-49bd-9657-905e7e94f06c,StartOver_welcome,,,,,,,,,,,,,,
01ba2720-e406-44f4-bfb6-1a170f368132,StartOver_welcome,,,,,,,,,,,,,,
01bc585f-167f-4ec6-8623-2e55a70c67c0,StartOver,,,,,,,,,,,,,,
01bde217-efd7-46fc-a1b8-525039171435,StartOver_welcome,StartOver_welcome,StartOver,StartOver,ChatbotNavi_faq,ePromoter_start,ePromoter_end,,,,,,,,
01bff1c9-6626-4d41-914e-3f77be04712c,StartOver_welcome,,,,,,,,,,,,,,
01c58477-b492-4b16-8134-686064c8c23c,ChatbotNavi_faq,FAQ,,,,,,,,,,,,,
01c780b3-e782-45fa-892c-d0ddeb050b64,StartOver_welcome,,,,,,,,,,,,,,
01c9aaa8-4114-477f-880a-05df24562e63,StartOver_welcome,,,,,,,,,,,,,,
01cae8fe-9d16-4859-b8dd-1244a3e1f54c,fallback,smalltalk,,,,,,,,,,,,,
01caff36-f6f7-4f36-a52f-5b451784a739,Search_product,Keyfeature,,,,,,,,,,,,,
01cb54d9-4efb-4ee0-8a7d-660e0283e2b5,StartOver_welcome,,,,,,,,,,,,,,
01cbf6a2-d893-436d-a153-6e2dc79902b5,StartOver_welcome,,,,,,,,,,,,,,
01d6a3bc-a158-4ae6-9bb8-7484e166e0ff,StartOver_welcome,,,,,,,,,,,,,,
01d6e402-ee31-4feb-b1aa-235a666abea9,fallback,Search_event,ePromoter_ing,fallback,ChatbotNavi_faq,fallback,,,,,,,,,
01d83233-ef7e-4e75-b5dc-e1212d6868b6,StartOver_welcome,StartOver_Orientation,StartOver_Orientation,StartOver_Orientation,FAQ,,,,,,,,,,
01d84ec6-b098-4f17-bbef-24a59d3d69e3,StartOver,,,,,,,,,,,,,,
01d97a29-0ebb-46f6-a69b-0379818e9c7a,StartOver_welcome,,,,,,,,,,,,,,
01d9c7c7-aff1-4d1f-b91b-1970c338e5b0,StartOver_welcome,,,,,,,,,,,,,,
01db6571-39b8-47a6-bba4-89a49eaa6efc,StartOver_welcome,StartOver_welcome,StartOver_Orientation,Search_product,ePromoter_ing,FAQ,,,,,,,,,
01dc9646-7216-4795-b272-17b7453b2a96,StartOver_welcome,,,,,,,,,,,,,,
